,review_text,review_date,review_star_rating,reviewer_city,review_useful_count,review_funny_count,review_cool_count
125,Went there last year and never again!There was a cooked roach in our food !And then someone from there store on fb ( double post) said it was a spiceThe thing had eyes and antenna...Gross ! If I could give negative stars I would !,2016-04-11,1.0,Toronto,0,0,0
126,"Eh.... It was alright.The food was really good. For most people this would be an amazing food experience. They have a very good lunch/dinner plate on the back of the menu I suggest for vegetarians in a group of meat eaters, as you can get a lot of vegetarian dishes and be very full for a really great price. Comes with rice, rice pudding, a veg dish, pakora, and some dal.The other options are great if you are in a group. Just get a bunch of curry dishes, a bed of rice or couple naan, then dig in. Interior was pretty weak, they try to cram in as many people as they can. Service was mediocre, just wave them over to do something.Price was reasonable for service.",2015-02-12,3.0,Markham,2,0,0
127,"Best Butter Chicken ever. This place's butter chicken really made me fall in love with the dish. Other than the butter chicken dish though, it doesn't have that much going for it. Everything else is only okay/decent - nothing to write home about.",2019-01-04,3.0,Toronto,0,0,0
128,"Delicious food with plenty of options for vegans. Their chana is excellent. So is their baingan bharta, which is pureed eggplant. That might not sound appetizing but TRUST ME it's delicious. Many other tasty dishes, too. I'm giving 4 stars instead of 5 because I'm on a tight budget and the prices here are average. They might even be a little cheaper than average, but for me that's still more than I want to spend. I only give 5 stars when a restaurant is both delicious AND super-cheap.",2015-02-18,4.0,Toronto,2,0,0
129,"This is a really good Indian spot in Toronto. The food was absolutely delicious. We ate bhindi and mutton rogan josh, and the food was very delicious and prepared well. Our server was exceptional. I like the fact that they're high tech, and take your order on iPods. The atmosphere is great, very clean, I love the solarium. And the prices are well worth the value received.",2015-04-19,4.0,Toronto,1,1,0
130,"I've now upgraded to regular customer. Staff are not so familiar with English,  but the food is what I came for. Great portions, meat dish each for you and your partner and 1 rice dish will suffice. Food was tasty and filling! Highly recommend the butter chicken!! Got the tiki masala chicken both of the 2 types and neither was up to party. . Not enough gravy. But tasty yes but I'll always from now on have the butter chicken.  GREAT FOOD.",2015-12-06,4.0,Toronto,0,0,0
131,"I can't even!!! We loved this place for buffet lunch. 12$ each and the food is amazing.  We had four plates each (I'm talking about my kids and I). Tikki chicken is insane. Love love love, service and food is sooo good.",2017-12-01,5.0,Rego Park,0,0,0
132,"Very popular restaurant with a enclosed patio. Our table had a button to press to alert the servers but servers came by often enough refilling everyone's water so we never had to use it. Butter chicken was okay, a bit dry, and wasn't as spicy as I was expecting it to be. Naan came with way too much butter and a bit on the expensive side as well.",2015-08-07,3.0,Toronto,0,1,0
133,"I totally don't get the hype.  All of my friends are obsessed with this place and it's just about the blandest indian food I've ever had.  Not authentic, sugary, and many of the gravies are the same dish to dish!  The butter chicken gravy and matteer paneer gravy is identical.Places like Little India on Queen mop the floor with this place. Maybe someone can explain it to me?",2014-10-26,2.0,Toronto,3,1,1
134,"Within the Annex neighbourhood, Banjara is among the better Indian cuisine restaurants. The curries are typically good, and quite large portions... you can definitely share 1 order between 2 (maybe even 3) people.They seem to always be busy, so if you are doing take-out or delivery, order well in advance. I had a delivery order take close to 2 hours the other day, and the items all arrived a mediocre ""warm"".... disappointing after such a long wait.We have tried their kormas, masalas, vindaloos, etc... never been disappointed with a curry. Their raita is quite watery, and I prefer a much thicker raita... but that is my personal preference. The naan's are usually quite fresh as well.Overall, it's decent food... I would say, a bit overpriced though. A meal for 2 usually runs near $50.... which is pretty expensive for take-out.",2015-12-08,3.0,Toronto,0,0,0
135,"Dishes I know to be awesome so far are the Kachumber Salad, Aloo Korma and Daal Makhani. The butter Naan and Raita are musts to accompany them and their Rasmalai, if you have room is a fantastic finish. You think that you've had good Indian food but you haven't had Indian food like this, seriously. The spice combos in their food blew me away, I can't believe I waited this long to try this place. I'd heard about it from at least a half dozen people over the years but just never quite got there but I will be back.",2017-05-18,5.0,Toronto,1,0,0
136,Good ambience. Situated in the old Toronto. Nice food. Nice service. Free parking if spot available,2018-03-23,4.0,Toronto,0,0,0
137,Good food- and lots of it. The bread is delicious.. Usually get the meal platters with various selections.,2015-12-27,4.0,Toronto,0,0,0
